time,metric,metricTime,metricValue,video,cc,abr,http
2025-05-01 03:33:58,stallRate,1.23800015449524,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:00,stallRate,3.23600006103516,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:02,stallRate,5.23600006103516,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:04,stallRate,7.23600006103516,83.0450883138532,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:06,stallRate,9.23699998855591,32.1710700230543,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:08,stallRate,11.2360000610352,18.7681047658894,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:10,stallRate,13.2360000610352,12.955183025243,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:12,stallRate,15.2380001544952,9.46076026090882,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:14,stallRate,17.2360000610352,7.56737652110793,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:16,stallRate,19.2360000610352,7.59155498035875,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:18,stallRate,21.2360000610352,6.45980459626256,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:20,stallRate,23.2360000610352,5.65274895174684,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:22,stallRate,25.2360000610352,5.0302384491202,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:24,stallRate,27.2360000610352,4.52369888182102,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:26,stallRate,29.2360000610352,4.18179733360837,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:28,stallRate,31.2360000610352,3.83835523634583,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:30,stallRate,33.2360000610352,3.54328386665061,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:32,stallRate,35.2360000610352,3.55154287066494,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:34,stallRate,37.2360000610352,4.07750510069977,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:36,stallRate,39.2360000610352,3.82234683179334,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:38,stallRate,41.2360000610352,4.09098354402223,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:40,stallRate,43.2360000610352,4.22977401726875,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:42,stallRate,45.2360000610352,4.0106835248636,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:44,stallRate,47.2360000610352,3.8122846528605,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:46,stallRate,49.2360000610352,3.63086630755613,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:48,stallRate,51.2360000610352,3.46744631071467,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:50,stallRate,53.2360000610352,3.3176419412875,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:52,stallRate,55.2360000610352,3.17917462574968,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:54,stallRate,57.2360000610352,3.05324654394987,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:56,stallRate,59.2360000610352,2.93565538909734,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:34:58,stallRate,61.2360000610352,2.82822581892975,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:35:00,stallRate,63.2360000610352,2.72811678061139,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:35:02,stallRate,65.2360000610352,2.63407300366769,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:35:04,stallRate,67.2369999885559,2.54683123594131,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:35:06,stallRate,69.2369999885559,2.46475240346896,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:35:08,stallRate,71.2360000610352,2.38827508108983,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:35:10,stallRate,73.2360000610352,2.3165305818226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-01 03:35:12,stallRate,75.2360000610352,2.24821095130397,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
