time,metric,metricTime,metricValue,video,cc,abr,http
2025-05-02 06:10:05,stallRate,5.70499992370605,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:07,stallRate,7.70499992370605,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:11,stallRate,11.7049999237061,12.6496309831166,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:13,stallRate,13.7049999237061,12.4897282507533,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:15,stallRate,15.7049999237061,10.5924717165764,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:17,stallRate,17.7049999237061,9.18364394751616,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:19,stallRate,19.7049999237061,9.52064386807002,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:21,stallRate,21.7049999237061,8.52688050976121,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:23,stallRate,23.7049999237061,7.71710016353186,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:25,stallRate,25.7049999237061,7.04845927088028,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:27,stallRate,27.7049999237061,6.48705675333976,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:29,stallRate,29.7049999237061,6.00837732826558,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:31,stallRate,31.7049999237061,5.59329940762234,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:33,stallRate,33.7049999237061,5.2338872705045,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:35,stallRate,35.7049999237061,4.91682544641986,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:37,stallRate,37.7049999237061,4.63644570968694,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:39,stallRate,39.7049999237061,4.38659915734873,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:43,stallRate,43.7049999237061,3.95978947400133,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:49,stallRate,49.7049999237061,3.45485344092934,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:51,stallRate,51.7049999237061,3.31293609912305,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:53,stallRate,53.7049999237061,3.18275391445386,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:55,stallRate,55.7049999237061,3.06333555884366,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:57,stallRate,57.7070000171661,2.95177198526307,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:59,stallRate,59.7049999237061,2.84850661117999,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:01,stallRate,61.7049999237061,2.75163107322767,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:03,stallRate,63.7060000896454,2.66212157323936,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:05,stallRate,65.7049999237061,2.65454326643121,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:07,stallRate,67.7049999237061,2.57288082780655,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:09,stallRate,69.7049999237061,2.81442320255286,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:11,stallRate,71.7049999237061,2.73314556318119,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:13,stallRate,73.7049999237061,2.65648324005349,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
