time,metric,metricTime,metricValue,video,cc,abr,http
2025-05-02 10:53:31,index,4.79200005531311,1106,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:53:33,index,6.79200005531311,674,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:53:35,index,8.79200005531311,980,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:53:37,index,10.7920000553131,635,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:53:41,index,14.7939999103546,72,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:53:43,index,16.7920000553131,72,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:53:45,index,18.7920000553131,72,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:53:47,index,20.7920000553131,72,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:53:49,index,22.7920000553131,166,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:53:51,index,24.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:53:53,index,26.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:53:55,index,28.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:53:57,index,30.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:53:59,index,32.7920000553131,635,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:01,index,34.7920000553131,635,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:03,index,36.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:05,index,38.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:07,index,40.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:09,index,42.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:11,index,44.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:13,index,46.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:15,index,48.7920000553131,674,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:17,index,50.7920000553131,674,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:19,index,52.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:21,index,54.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:23,index,56.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:25,index,58.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:27,index,60.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 10:54:29,index,62.7920000553131,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
