time,metric,metricTime,metricValue,video,cc,abr,http
2025-05-02 06:10:05,index,5.70499992370605,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:07,index,7.70499992370605,674,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:11,index,11.7049999237061,84,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:13,index,13.7049999237061,330,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:15,index,15.7049999237061,980,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:17,index,17.7049999237061,214,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:19,index,19.7049999237061,674,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:21,index,21.7049999237061,674,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:23,index,23.7049999237061,674,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:25,index,25.7049999237061,674,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:27,index,27.7049999237061,674,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:29,index,29.7049999237061,674,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:31,index,31.7049999237061,732,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:33,index,33.7049999237061,732,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:35,index,35.7049999237061,732,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:37,index,37.7049999237061,732,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:39,index,39.7049999237061,732,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:43,index,43.7049999237061,732,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:49,index,49.7049999237061,1106,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:51,index,51.7049999237061,1106,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:53,index,53.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:55,index,55.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:57,index,57.7070000171661,674,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:10:59,index,59.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:01,index,61.7049999237061,1767,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:03,index,63.7060000896454,1106,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:05,index,65.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:07,index,67.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:09,index,69.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:11,index,71.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:13,index,73.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:15,index,75.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:17,index,77.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:19,index,79.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:21,index,81.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:23,index,83.7049999237061,1106,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:25,index,85.7049999237061,1106,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:27,index,87.7049999237061,1106,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:29,index,89.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:31,index,91.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:33,index,93.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:37,index,97.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:39,index,99.7049999237061,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:41,index,101.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:43,index,103.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:45,index,105.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:49,index,109.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:51,index,111.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:53,index,113.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:55,index,115.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:57,index,117.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:11:59,index,119.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:12:01,index,121.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:12:03,index,123.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:12:05,index,125.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:12:07,index,127.704999923706,1767,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:12:09,index,129.704999923706,1767,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:12:11,index,131.704999923706,1767,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:12:13,index,133.704999923706,1767,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:12:15,index,135.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 06:12:17,index,137.704999923706,1226,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
