time,metric,metricTime,metricValue,video,cc,abr,http
2025-05-02 02:25:59,index,1.49000000953674,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:03,index,3.27699995040894,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:04,index,5.36999988555908,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:04,index,8.16400003433228,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:09,index,10.2289998531342,320.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:10,index,12.2699999809265,1499.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:10,index,14.2699999809265,2781.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:13,index,16.2739999294281,2974.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:14,index,18.2699999809265,2781.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:16,index,20.3090000152588,2781.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:18,index,22.2690000534058,2781.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:20,index,24.2699999809265,2781.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:22,index,26.2699999809265,2781.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:24,index,28.2699999809265,2781.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:26,index,30.2699999809265,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:33,index,33.0019998550415,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:39,index,34.8150000572205,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:42,index,40.2690000534058,1767.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:45,index,42.2960000038147,1767.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:45,index,44.6610000133514,1767.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:45,index,46.5520000457764,1767.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:46,index,48.2690000534058,1767.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:46,index,50.3269999027252,1767.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:49,index,52.7560000419617,2974.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:50,index,54.2690000534058,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:52,index,56.2690000534058,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:55,index,58.4960000514984,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:56,index,60.2699999809265,1767.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:26:58,index,62.2699999809265,4692.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:00,index,64.2699999809265,635.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:02,index,66.2699999809265,2974.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:05,index,69.2469999790192,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:07,index,71.2690000534058,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:09,index,73.2699999809265,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:11,index,75.2709999084473,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:13,index,77.2699999809265,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:15,index,79.2709999084473,3486.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:17,index,81.2699999809265,3486.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:19,index,83.2699999809265,3486.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:21,index,85.2699999809265,3486.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:23,index,87.2699999809265,3486.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:25,index,89.2720000743866,3486.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:27,index,91.2690000534058,3486.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:29,index,93.2699999809265,3486.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:35,index,99.4479999542236,3486.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:37,index,101.269000053406,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:41,index,105.023000001907,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:42,index,106.269999980927,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:45,index,109.269999980927,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:47,index,111.569000005722,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:49,index,113.269999980927,13308.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:51,index,115.269000053406,13308.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:53,index,117.274999856949,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:55,index,119.269999980927,13308.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:57,index,121.409999847412,13308.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:27:59,index,123.269999980927,13308.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:28:01,index,125.269999980927,1767.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:28:03,index,127.269999980927,13308.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:28:05,index,129.269999980927,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:28:07,index,131.269999980927,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:28:09,index,133.269999980927,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:28:11,index,135.269999980927,8631.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
2025-05-02 02:28:13,index,137.269999980927,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
