,time,metric,metricTime,metricValue,video,cc,abr,http
5,2025-04-29 02:51:28,bitrate,1.23300004005432,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
19,2025-04-29 02:51:30,bitrate,3.34500002861023,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
35,2025-04-29 02:51:32,bitrate,5.23200011253357,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
48,2025-04-29 02:51:34,bitrate,7.23200011253357,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
65,2025-04-29 02:51:36,bitrate,9.23200011253357,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
78,2025-04-29 02:51:38,bitrate,11.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
92,2025-04-29 02:51:40,bitrate,13.279000043869,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
105,2025-04-29 02:51:42,bitrate,15.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
118,2025-04-29 02:51:44,bitrate,17.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
131,2025-04-29 02:51:46,bitrate,19.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
144,2025-04-29 02:51:48,bitrate,21.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
157,2025-04-29 02:51:50,bitrate,23.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
170,2025-04-29 02:51:52,bitrate,25.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
183,2025-04-29 02:51:54,bitrate,27.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
196,2025-04-29 02:51:56,bitrate,29.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
209,2025-04-29 02:51:58,bitrate,31.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
222,2025-04-29 02:52:00,bitrate,33.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
235,2025-04-29 02:52:02,bitrate,35.430999994278,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
248,2025-04-29 02:52:04,bitrate,37.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
261,2025-04-29 02:52:06,bitrate,39.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
274,2025-04-29 02:52:08,bitrate,41.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
287,2025-04-29 02:52:10,bitrate,43.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
300,2025-04-29 02:52:12,bitrate,45.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
313,2025-04-29 02:52:14,bitrate,47.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
326,2025-04-29 02:52:16,bitrate,49.2740001678467,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
339,2025-04-29 02:52:18,bitrate,51.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
352,2025-04-29 02:52:20,bitrate,53.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
365,2025-04-29 02:52:22,bitrate,55.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
378,2025-04-29 02:52:24,bitrate,57.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
391,2025-04-29 02:52:26,bitrate,59.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
404,2025-04-29 02:52:28,bitrate,61.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
417,2025-04-29 02:52:30,bitrate,63.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
430,2025-04-29 02:52:32,bitrate,65.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
443,2025-04-29 02:52:34,bitrate,67.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
456,2025-04-29 02:52:36,bitrate,69.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
469,2025-04-29 02:52:38,bitrate,71.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
482,2025-04-29 02:52:40,bitrate,73.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
495,2025-04-29 02:52:42,bitrate,75.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
508,2025-04-29 02:52:44,bitrate,77.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
521,2025-04-29 02:52:46,bitrate,79.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
534,2025-04-29 02:52:48,bitrate,81.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
547,2025-04-29 02:52:50,bitrate,83.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
560,2025-04-29 02:52:52,bitrate,85.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
573,2025-04-29 02:52:54,bitrate,87.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
586,2025-04-29 02:52:56,bitrate,89.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
599,2025-04-29 02:52:58,bitrate,91.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
612,2025-04-29 02:53:00,bitrate,93.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
625,2025-04-29 02:53:02,bitrate,95.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
638,2025-04-29 02:53:04,bitrate,97.2330000400543,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
651,2025-04-29 02:53:05,bitrate,99.2320001125336,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
664,2025-04-29 02:53:08,bitrate,101.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
677,2025-04-29 02:53:10,bitrate,103.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
690,2025-04-29 02:53:12,bitrate,105.233000040054,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
703,2025-04-29 02:53:14,bitrate,107.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
716,2025-04-29 02:53:15,bitrate,109.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
729,2025-04-29 02:53:18,bitrate,111.233000040054,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
742,2025-04-29 02:53:20,bitrate,113.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
755,2025-04-29 02:53:22,bitrate,115.233999967575,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
768,2025-04-29 02:53:24,bitrate,117.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
781,2025-04-29 02:53:26,bitrate,119.233000040054,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
794,2025-04-29 02:53:28,bitrate,121.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
807,2025-04-29 02:53:30,bitrate,123.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
820,2025-04-29 02:53:32,bitrate,125.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
833,2025-04-29 02:53:34,bitrate,127.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
846,2025-04-29 02:53:36,bitrate,129.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
859,2025-04-29 02:53:38,bitrate,131.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
872,2025-04-29 02:53:40,bitrate,133.546000003815,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
885,2025-04-29 02:53:44,bitrate,137.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
898,2025-04-29 02:53:46,bitrate,139.233000040054,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
911,2025-04-29 02:53:48,bitrate,141.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
924,2025-04-29 02:53:50,bitrate,143.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
937,2025-04-29 02:53:52,bitrate,145.302000045776,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
950,2025-04-29 02:53:54,bitrate,147.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
963,2025-04-29 02:53:56,bitrate,149.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
976,2025-04-29 02:53:58,bitrate,151.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
989,2025-04-29 02:54:00,bitrate,153.233000040054,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1002,2025-04-29 02:54:02,bitrate,155.233000040054,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1015,2025-04-29 02:54:04,bitrate,157.236000061035,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1028,2025-04-29 02:54:06,bitrate,159.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1041,2025-04-29 02:54:08,bitrate,161.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1054,2025-04-29 02:54:10,bitrate,163.235000133514,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1067,2025-04-29 02:54:12,bitrate,165.233000040054,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1080,2025-04-29 02:54:14,bitrate,167.233999967575,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1093,2025-04-29 02:54:16,bitrate,169.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1106,2025-04-29 02:54:18,bitrate,171.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1119,2025-04-29 02:54:20,bitrate,173.683000087738,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1132,2025-04-29 02:54:22,bitrate,175.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1145,2025-04-29 02:54:24,bitrate,177.233000040054,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1158,2025-04-29 02:54:26,bitrate,179.344000101089,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1171,2025-04-29 02:54:28,bitrate,181.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1184,2025-04-29 02:54:30,bitrate,183.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1197,2025-04-29 02:54:32,bitrate,185.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1210,2025-04-29 02:54:34,bitrate,187.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1223,2025-04-29 02:54:36,bitrate,189.233000040054,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1236,2025-04-29 02:54:38,bitrate,191.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1249,2025-04-29 02:54:40,bitrate,193.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1262,2025-04-29 02:54:42,bitrate,195.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1275,2025-04-29 02:54:44,bitrate,197.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1288,2025-04-29 02:54:46,bitrate,199.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1301,2025-04-29 02:54:48,bitrate,201.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1314,2025-04-29 02:54:50,bitrate,203.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1327,2025-04-29 02:54:52,bitrate,205.233000040054,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1340,2025-04-29 02:54:54,bitrate,207.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1353,2025-04-29 02:54:56,bitrate,209.233000040054,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1366,2025-04-29 02:54:58,bitrate,211.233000040054,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1379,2025-04-29 02:55:00,bitrate,213.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1392,2025-04-29 02:55:02,bitrate,215.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1405,2025-04-29 02:55:03,bitrate,217.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1418,2025-04-29 02:55:06,bitrate,219.232000112534,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1434,2025-04-29 02:55:22,bitrate,1.24199986457825,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1448,2025-04-29 02:55:24,bitrate,3.24199986457825,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1461,2025-04-29 02:55:26,bitrate,5.24199986457825,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1475,2025-04-29 02:55:28,bitrate,7.24199986457825,2781.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1490,2025-04-29 02:55:30,bitrate,9.24199986457825,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1504,2025-04-29 02:55:32,bitrate,11.2419998645782,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1518,2025-04-29 02:55:34,bitrate,13.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1532,2025-04-29 02:55:36,bitrate,15.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1548,2025-04-29 02:55:38,bitrate,17.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1561,2025-04-29 02:55:40,bitrate,19.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1574,2025-04-29 02:55:42,bitrate,21.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1588,2025-04-29 02:55:44,bitrate,23.2419998645782,4676.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1602,2025-04-29 02:55:46,bitrate,25.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1616,2025-04-29 02:55:48,bitrate,27.2419998645782,2974.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1634,2025-04-29 02:55:50,bitrate,29.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1649,2025-04-29 02:55:52,bitrate,31.2419998645782,72.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1664,2025-04-29 02:55:54,bitrate,33.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1681,2025-04-29 02:55:56,bitrate,35.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1694,2025-04-29 02:55:58,bitrate,37.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1708,2025-04-29 02:56:00,bitrate,39.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1721,2025-04-29 02:56:02,bitrate,41.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1734,2025-04-29 02:56:04,bitrate,43.2529997825623,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1747,2025-04-29 02:56:06,bitrate,45.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1760,2025-04-29 02:56:08,bitrate,47.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1773,2025-04-29 02:56:10,bitrate,49.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1786,2025-04-29 02:56:12,bitrate,51.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1799,2025-04-29 02:56:14,bitrate,53.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1812,2025-04-29 02:56:16,bitrate,55.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1825,2025-04-29 02:56:18,bitrate,57.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1838,2025-04-29 02:56:20,bitrate,59.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1851,2025-04-29 02:56:22,bitrate,61.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1864,2025-04-29 02:56:24,bitrate,63.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1877,2025-04-29 02:56:26,bitrate,65.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1890,2025-04-29 02:56:28,bitrate,67.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1903,2025-04-29 02:56:30,bitrate,69.242999792099,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1916,2025-04-29 02:56:32,bitrate,71.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1929,2025-04-29 02:56:34,bitrate,73.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1942,2025-04-29 02:56:36,bitrate,75.242999792099,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1955,2025-04-29 02:56:38,bitrate,77.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1968,2025-04-29 02:56:40,bitrate,79.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1981,2025-04-29 02:56:42,bitrate,81.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1994,2025-04-29 02:56:44,bitrate,83.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2007,2025-04-29 02:56:46,bitrate,85.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2020,2025-04-29 02:56:48,bitrate,87.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2033,2025-04-29 02:56:50,bitrate,89.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2046,2025-04-29 02:56:52,bitrate,91.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2059,2025-04-29 02:56:54,bitrate,93.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2072,2025-04-29 02:56:56,bitrate,95.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2085,2025-04-29 02:56:58,bitrate,97.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2098,2025-04-29 02:57:00,bitrate,99.2419998645782,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2111,2025-04-29 02:57:02,bitrate,101.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2124,2025-04-29 02:57:04,bitrate,103.250999927521,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2137,2025-04-29 02:57:06,bitrate,105.24599981308,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2150,2025-04-29 02:57:08,bitrate,107.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2163,2025-04-29 02:57:10,bitrate,109.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2176,2025-04-29 02:57:12,bitrate,111.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2189,2025-04-29 02:57:14,bitrate,113.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2202,2025-04-29 02:57:16,bitrate,115.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2215,2025-04-29 02:57:18,bitrate,117.240999937057,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2228,2025-04-29 02:57:20,bitrate,119.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2241,2025-04-29 02:57:22,bitrate,121.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2254,2025-04-29 02:57:24,bitrate,123.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2267,2025-04-29 02:57:26,bitrate,125.242999792099,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2280,2025-04-29 02:57:28,bitrate,127.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2293,2025-04-29 02:57:30,bitrate,129.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2306,2025-04-29 02:57:32,bitrate,131.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2319,2025-04-29 02:57:34,bitrate,133.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2332,2025-04-29 02:57:36,bitrate,135.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2345,2025-04-29 02:57:38,bitrate,137.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2358,2025-04-29 02:57:40,bitrate,139.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2371,2025-04-29 02:57:42,bitrate,141.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2384,2025-04-29 02:57:44,bitrate,143.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2397,2025-04-29 02:57:46,bitrate,145.250999927521,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2410,2025-04-29 02:57:48,bitrate,147.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2423,2025-04-29 02:57:50,bitrate,149.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2436,2025-04-29 02:57:52,bitrate,151.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2449,2025-04-29 02:57:54,bitrate,153.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2462,2025-04-29 02:57:56,bitrate,155.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2475,2025-04-29 02:57:58,bitrate,157.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2488,2025-04-29 02:58:00,bitrate,159.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2501,2025-04-29 02:58:02,bitrate,161.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2514,2025-04-29 02:58:04,bitrate,163.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2527,2025-04-29 02:58:06,bitrate,165.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2540,2025-04-29 02:58:08,bitrate,167.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2553,2025-04-29 02:58:10,bitrate,169.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2566,2025-04-29 02:58:12,bitrate,171.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2579,2025-04-29 02:58:14,bitrate,173.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2592,2025-04-29 02:58:16,bitrate,175.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2605,2025-04-29 02:58:18,bitrate,177.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2618,2025-04-29 02:58:20,bitrate,179.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2631,2025-04-29 02:58:22,bitrate,181.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2644,2025-04-29 02:58:24,bitrate,183.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2657,2025-04-29 02:58:26,bitrate,185.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2670,2025-04-29 02:58:28,bitrate,187.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2683,2025-04-29 02:58:30,bitrate,189.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2696,2025-04-29 02:58:32,bitrate,191.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2709,2025-04-29 02:58:34,bitrate,193.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2722,2025-04-29 02:58:36,bitrate,195.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2735,2025-04-29 02:58:38,bitrate,197.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2748,2025-04-29 02:58:40,bitrate,199.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2761,2025-04-29 02:58:42,bitrate,201.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2774,2025-04-29 02:58:44,bitrate,203.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2787,2025-04-29 02:58:46,bitrate,205.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2800,2025-04-29 02:58:48,bitrate,207.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2813,2025-04-29 02:58:50,bitrate,209.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2826,2025-04-29 02:58:52,bitrate,211.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2839,2025-04-29 02:58:54,bitrate,213.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2852,2025-04-29 02:58:56,bitrate,215.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2865,2025-04-29 02:58:58,bitrate,217.241999864578,6978.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
