,time,metric,metricTime,metricValue,video,cc,abr,http
7,2025-04-29 13:38:33,stallRate,2.30999994277954,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
19,2025-04-29 13:38:35,stallRate,4.30999994277954,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
34,2025-04-29 13:38:37,stallRate,6.30999994277954,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
47,2025-04-29 13:38:39,stallRate,8.30999994277954,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
60,2025-04-29 13:38:41,stallRate,10.3099999427795,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
74,2025-04-29 13:38:43,stallRate,12.3099999427795,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
89,2025-04-29 13:38:45,stallRate,14.3099999427795,40.9532242473593,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
104,2025-04-29 13:38:47,stallRate,16.3099999427795,38.5679359678581,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
118,2025-04-29 13:38:49,stallRate,18.3099999427795,33.2745818549922,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
132,2025-04-29 13:38:51,stallRate,20.3099999427795,29.2635936185317,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
145,2025-04-29 13:38:53,stallRate,22.3099999427795,26.0937625090916,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
161,2025-04-29 13:38:55,stallRate,24.3099999427795,27.0834788339071,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
175,2025-04-29 13:38:57,stallRate,26.3099999427795,24.6749400245707,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
189,2025-04-29 13:38:59,stallRate,28.3099999427795,22.6691851291505,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
202,2025-04-29 13:39:01,stallRate,30.3099999427795,20.9457405936646,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
215,2025-04-29 13:39:03,stallRate,32.3099999427795,19.4707751184752,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
229,2025-04-29 13:39:05,stallRate,34.3099999427795,18.2032837683558,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
242,2025-04-29 13:39:07,stallRate,36.3090000152588,17.0791146830696,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
256,2025-04-29 13:39:09,stallRate,38.3099999427795,16.0882030011109,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
269,2025-04-29 13:39:11,stallRate,40.3099999427795,15.2065912967769,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
282,2025-04-29 13:39:13,stallRate,42.3099999427795,14.4170473290687,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
295,2025-04-29 13:39:15,stallRate,44.3099999427795,13.7065316305133,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
308,2025-04-29 13:39:17,stallRate,46.3099999427795,13.0569623364164,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
321,2025-04-29 13:39:19,stallRate,48.3099999427795,12.4692240953335,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
334,2025-04-29 13:39:21,stallRate,50.3099999427795,11.9336574407524,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
347,2025-04-29 13:39:23,stallRate,52.3099999427795,11.4408651506738,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
360,2025-04-29 13:39:25,stallRate,54.3109998703003,10.9885518509322,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
373,2025-04-29 13:39:27,stallRate,56.3099999427795,10.5718368727154,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
386,2025-04-29 13:39:29,stallRate,58.3099999427795,10.1835712916412,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
399,2025-04-29 13:39:31,stallRate,60.3099999427795,9.82196200475155,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
412,2025-04-29 13:39:33,stallRate,62.3090000152588,9.48623116957893,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
425,2025-04-29 13:39:35,stallRate,64.3090000152588,9.17163279574858,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
438,2025-04-29 13:39:37,stallRate,66.3099999427795,8.87868424277696,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
452,2025-04-29 13:39:39,stallRate,68.3099999427795,8.60442286531679,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
468,2025-04-29 13:39:41,stallRate,70.3099999427795,8.34761318780049,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
481,2025-04-29 13:39:43,stallRate,72.3099999427795,8.1037178925492,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
495,2025-04-29 13:39:45,stallRate,74.3099999427795,7.87395273506304,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
508,2025-04-29 13:39:47,stallRate,76.3099999427795,7.65579814100184,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
522,2025-04-29 13:39:49,stallRate,78.3099999427795,7.44954938234434,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
535,2025-04-29 13:39:51,stallRate,80.3099999427795,7.25459830582646,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
548,2025-04-29 13:39:53,stallRate,82.3099999427795,7.06979393627223,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
561,2025-04-29 13:39:55,stallRate,84.3099999427795,6.89414637242457,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
574,2025-04-29 13:39:57,stallRate,86.3099999427795,6.72743596725445,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
588,2025-04-29 13:39:59,stallRate,88.3099999427795,6.56794140847146,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
601,2025-04-29 13:40:01,stallRate,90.3090000152588,6.41557100807989,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
614,2025-04-29 13:40:03,stallRate,92.3099999427795,6.27048936043897,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
630,2025-04-29 13:40:05,stallRate,94.3099999427795,6.13270028221215,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
643,2025-04-29 13:40:07,stallRate,96.3099999427795,5.99991419581501,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
656,2025-04-29 13:40:09,stallRate,98.3109998703003,5.8722158508627,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
669,2025-04-29 13:40:11,stallRate,100.30999994278,5.7510684138514,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
682,2025-04-29 13:40:13,stallRate,102.30999994278,5.63382695368933,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
698,2025-04-29 13:40:15,stallRate,104.30999994278,6.79909796830375,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
712,2025-04-29 13:40:17,stallRate,106.30999994278,6.6664463119372,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
728,2025-04-29 13:40:19,stallRate,108.30999994278,7.32539250745,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
744,2025-04-29 13:40:21,stallRate,110.30999994278,7.18815952909179,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
761,2025-04-29 13:40:23,stallRate,112.30999994278,7.05654527137671,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
776,2025-04-29 13:40:25,stallRate,114.30999994278,6.92869386450672,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
791,2025-04-29 13:40:27,stallRate,116.30999994278,6.86400369082613,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
805,2025-04-29 13:40:29,stallRate,118.309000015259,6.74366122442217,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
819,2025-04-29 13:40:31,stallRate,120.309000015259,6.62746941865271,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
832,2025-04-29 13:40:33,stallRate,122.30999994278,6.51551907986565,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
845,2025-04-29 13:40:35,stallRate,124.30999994278,6.40799374479612,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
858,2025-04-29 13:40:37,stallRate,126.3109998703,6.30317214682691,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
871,2025-04-29 13:40:39,stallRate,128.30999994278,6.20205293672598,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
885,2025-04-29 13:40:41,stallRate,130.30999994278,6.10406206720798,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
898,2025-04-29 13:40:43,stallRate,132.309000015259,6.00856921522383,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
911,2025-04-29 13:40:45,stallRate,134.309000015259,5.91688614226912,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
924,2025-04-29 13:40:47,stallRate,136.309000015259,5.82718950563378,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
937,2025-04-29 13:40:49,stallRate,138.30999994278,5.74043751684317,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
950,2025-04-29 13:40:51,stallRate,140.30999994278,5.65646944113919,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
964,2025-04-29 13:40:53,stallRate,142.30999994278,5.5746632853425,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
977,2025-04-29 13:40:55,stallRate,144.30999994278,5.49548567362654,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
992,2025-04-29 13:40:57,stallRate,146.309000015259,5.41821568069846,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1007,2025-04-29 13:40:59,stallRate,148.30999994278,5.34308789664844,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1021,2025-04-29 13:41:01,stallRate,150.309000015259,5.27014521507526,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1034,2025-04-29 13:41:03,stallRate,152.30999994278,5.19931894363852,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1047,2025-04-29 13:41:05,stallRate,154.30999994278,5.13012853966822,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1060,2025-04-29 13:41:07,stallRate,156.309000015259,5.06302455033242,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1073,2025-04-29 13:41:09,stallRate,158.30999994278,4.99775137438288,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1086,2025-04-29 13:41:11,stallRate,160.30999994278,4.93380614151887,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1099,2025-04-29 13:41:13,stallRate,162.30999994278,4.87134800089264,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1112,2025-04-29 13:41:15,stallRate,164.30999994278,4.81098795552636,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1125,2025-04-29 13:41:17,stallRate,166.309000015259,4.75154902911537,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1138,2025-04-29 13:41:19,stallRate,168.309000015259,4.69372781593025,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1151,2025-04-29 13:41:21,stallRate,170.30999994278,4.63710917973019,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1164,2025-04-29 13:41:23,stallRate,172.30999994278,4.58219666917243,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1177,2025-04-29 13:41:25,stallRate,174.30999994278,4.52833832576569,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1190,2025-04-29 13:41:27,stallRate,176.309000015259,4.47587183167091,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1204,2025-04-29 13:41:29,stallRate,178.30999994278,4.42487618995599,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1217,2025-04-29 13:41:31,stallRate,180.30999994278,4.37467046761885,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1233,2025-04-29 13:41:33,stallRate,182.30999994278,4.32541614707962,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1246,2025-04-29 13:41:35,stallRate,184.30999994278,4.27749636024547,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1260,2025-04-29 13:41:37,stallRate,186.30999994278,4.23049812718867,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1273,2025-04-29 13:41:39,stallRate,188.30999994278,4.18465452584898,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1286,2025-04-29 13:41:41,stallRate,190.309000015259,4.14005939769725,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1299,2025-04-29 13:41:43,stallRate,192.309000015259,4.09607559426768,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1312,2025-04-29 13:41:45,stallRate,194.30999994278,4.05309157292975,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1325,2025-04-29 13:41:47,stallRate,196.30999994278,4.01083790658029,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1338,2025-04-29 13:41:49,stallRate,198.30999994278,3.96967184694512,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1351,2025-04-29 13:41:51,stallRate,200.30999994278,3.9622021881642,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1364,2025-04-29 13:41:53,stallRate,202.30999994278,3.9622021881642,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1377,2025-04-29 13:41:55,stallRate,204.30999994278,3.9622021881642,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1390,2025-04-29 13:41:57,stallRate,206.309000015259,3.9622021881642,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1403,2025-04-29 13:41:59,stallRate,208.30999994278,3.9622021881642,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1416,2025-04-29 13:42:01,stallRate,210.30999994278,3.9622021881642,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1429,2025-04-29 13:42:03,stallRate,212.30999994278,3.9622021881642,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1442,2025-04-29 13:42:05,stallRate,214.30999994278,3.9622021881642,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1455,2025-04-29 13:42:07,stallRate,216.30999994278,3.9622021881642,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1468,2025-04-29 13:42:09,stallRate,218.30999994278,3.9622021881642,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1481,2025-04-29 13:42:11,stallRate,220.30999994278,3.9622021881642,TheEmptinessMachine,CUBIC,Dynamic,HTTP/1.1
1496,2025-04-29 13:42:33,stallRate,2.11899995803833,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1512,2025-04-29 13:42:35,stallRate,4.11800003051758,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1525,2025-04-29 13:42:37,stallRate,6.11800003051758,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1538,2025-04-29 13:42:39,stallRate,8.11800003051758,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1551,2025-04-29 13:42:41,stallRate,10.1169998645782,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1565,2025-04-29 13:42:43,stallRate,12.1180000305176,0.0,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1578,2025-04-29 13:42:45,stallRate,14.1180000305176,16.5353909497101,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1593,2025-04-29 13:42:47,stallRate,16.1180000305176,15.3900585443631,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1606,2025-04-29 13:42:49,stallRate,18.1169998645782,12.7002055376221,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1620,2025-04-29 13:42:51,stallRate,20.1180000305176,12.3358262847108,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1634,2025-04-29 13:42:53,stallRate,22.1180000305176,25.1787265767196,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1649,2025-04-29 13:42:55,stallRate,24.1180000305176,25.6127569703844,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1664,2025-04-29 13:42:57,stallRate,26.1180000305176,22.6867205140168,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1679,2025-04-29 13:42:59,stallRate,28.1180000305176,20.3690811554875,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1693,2025-04-29 13:43:01,stallRate,30.1180000305176,18.4591366372483,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1706,2025-04-29 13:43:03,stallRate,32.1180000305176,16.8817881064447,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1719,2025-04-29 13:43:05,stallRate,34.1180000305176,15.5618133654286,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1732,2025-04-29 13:43:07,stallRate,36.1180000305176,14.4333351846312,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1745,2025-04-29 13:43:09,stallRate,38.1180000305176,13.4534515055793,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1758,2025-04-29 13:43:11,stallRate,40.1169998645782,12.5982525988102,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1772,2025-04-29 13:43:13,stallRate,42.1180000305176,11.8454625489156,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1785,2025-04-29 13:43:15,stallRate,44.1180000305176,11.1788255786242,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1798,2025-04-29 13:43:17,stallRate,46.1180000305176,10.5807172091696,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1813,2025-04-29 13:43:19,stallRate,48.1169998645782,10.0459608344461,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1827,2025-04-29 13:43:21,stallRate,50.1180000305176,9.56051062870134,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1840,2025-04-29 13:43:23,stallRate,52.1189999580383,9.12178007683238,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1853,2025-04-29 13:43:25,stallRate,54.1180000305176,8.71996625560957,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1866,2025-04-29 13:43:27,stallRate,56.1180000305176,8.35272691458,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1879,2025-04-29 13:43:29,stallRate,58.1180000305176,8.01398928856284,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1892,2025-04-29 13:43:31,stallRate,60.1180000305176,7.70325934678554,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1905,2025-04-29 13:43:33,stallRate,62.1180000305176,7.41452972236156,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1918,2025-04-29 13:43:35,stallRate,64.1180000305176,7.14656121681144,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1931,2025-04-29 13:43:37,stallRate,66.1180000305176,6.89782722355267,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1944,2025-04-29 13:43:39,stallRate,68.1180000305176,6.66650181263311,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1957,2025-04-29 13:43:41,stallRate,70.1180000305176,6.44934030746708,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1970,2025-04-29 13:43:43,stallRate,72.1180000305176,6.24668405305618,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1983,2025-04-29 13:43:45,stallRate,74.1180000305176,6.05552724711724,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
1996,2025-04-29 13:43:47,stallRate,76.1180000305176,5.8755690573091,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2009,2025-04-29 13:43:49,stallRate,78.1180000305176,5.70743200128862,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2022,2025-04-29 13:43:51,stallRate,80.1180000305176,5.54787733360979,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2035,2025-04-29 13:43:53,stallRate,82.1169998645782,5.39751389341681,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2048,2025-04-29 13:43:55,stallRate,84.1180000305176,5.25426442443849,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2061,2025-04-29 13:43:57,stallRate,86.1180000305176,5.11871443274118,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2074,2025-04-29 13:43:59,stallRate,88.1180000305176,4.98985979005538,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2087,2025-04-29 13:44:01,stallRate,90.1180000305176,4.86740091346098,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2100,2025-04-29 13:44:03,stallRate,92.1180000305176,4.75104776854108,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2113,2025-04-29 13:44:05,stallRate,94.1180000305176,4.63947265958836,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2126,2025-04-29 13:44:07,stallRate,96.1180000305176,4.53302001081439,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2139,2025-04-29 13:44:09,stallRate,98.1180000305176,4.43110998326893,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2152,2025-04-29 13:44:11,stallRate,100.118000030518,4.33524234345286,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2166,2025-04-29 13:44:13,stallRate,102.118000030518,4.2424852531413,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2179,2025-04-29 13:44:15,stallRate,104.118999958038,4.15370412537755,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2192,2025-04-29 13:44:17,stallRate,106.118000030518,4.06822099989227,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2205,2025-04-29 13:44:19,stallRate,108.118000030518,3.98613808594221,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2218,2025-04-29 13:44:21,stallRate,110.118999958038,3.90802231927012,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2232,2025-04-29 13:44:23,stallRate,112.118000030518,3.83267086864792,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2245,2025-04-29 13:44:25,stallRate,114.118000030518,3.75981971674938,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2258,2025-04-29 13:44:27,stallRate,116.118000030518,3.68989074054176,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2271,2025-04-29 13:44:29,stallRate,118.118000030518,3.62247912305874,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2284,2025-04-29 13:44:31,stallRate,120.118000030518,3.55750963667843,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2297,2025-04-29 13:44:33,stallRate,122.118000030518,3.49495900832275,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2311,2025-04-29 13:44:35,stallRate,124.118000030518,3.43433337988324,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2326,2025-04-29 13:44:37,stallRate,126.118000030518,3.37568030082935,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2340,2025-04-29 13:44:39,stallRate,128.118000030518,3.31915602224108,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2353,2025-04-29 13:44:41,stallRate,130.118000030518,3.26464629594076,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2366,2025-04-29 13:44:43,stallRate,132.118000030518,3.21176743252884,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2379,2025-04-29 13:44:45,stallRate,134.118000030518,3.16038863543432,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2392,2025-04-29 13:44:47,stallRate,136.118000030518,3.11087764253533,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2405,2025-04-29 13:44:49,stallRate,138.118000030518,3.06273105249821,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2419,2025-04-29 13:44:51,stallRate,140.118000030518,3.01614625068237,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2432,2025-04-29 13:44:53,stallRate,142.118000030518,2.97083144242803,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2445,2025-04-29 13:44:55,stallRate,144.118000030518,2.92707472003545,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2458,2025-04-29 13:44:57,stallRate,146.118999958038,2.884691489927,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2471,2025-04-29 13:44:59,stallRate,148.118000030518,2.84354068619751,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2484,2025-04-29 13:45:01,stallRate,150.118000030518,2.80315118384951,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2498,2025-04-29 13:45:03,stallRate,152.118000030518,2.76398661420842,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2511,2025-04-29 13:45:05,stallRate,154.118000030518,2.72615496042757,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2524,2025-04-29 13:45:07,stallRate,156.118999958038,2.68918507167742,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2537,2025-04-29 13:45:09,stallRate,158.118000030518,2.65330541357505,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2550,2025-04-29 13:45:11,stallRate,160.118000030518,2.61826132196688,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2563,2025-04-29 13:45:13,stallRate,162.118000030518,2.58403962196403,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2577,2025-04-29 13:45:15,stallRate,164.116999864578,2.55079685820681,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2590,2025-04-29 13:45:17,stallRate,166.118000030518,2.51860776529607,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2603,2025-04-29 13:45:19,stallRate,168.118000030518,2.48699113055037,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2617,2025-04-29 13:45:21,stallRate,170.128999948502,2.45585587149674,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2630,2025-04-29 13:45:23,stallRate,172.118000030518,2.42599604795507,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2643,2025-04-29 13:45:25,stallRate,174.116999864578,2.39676420332882,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2656,2025-04-29 13:45:27,stallRate,176.118000030518,2.36826248075613,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2669,2025-04-29 13:45:29,stallRate,178.118000030518,2.34024418134788,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2682,2025-04-29 13:45:31,stallRate,180.118000030518,2.31286496537362,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2695,2025-04-29 13:45:33,stallRate,182.118000030518,2.28620976910892,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2708,2025-04-29 13:45:35,stallRate,184.118000030518,2.26017057952851,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2721,2025-04-29 13:45:37,stallRate,186.118000030518,2.23471072591585,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2734,2025-04-29 13:45:39,stallRate,188.118000030518,2.20987045601721,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2747,2025-04-29 13:45:41,stallRate,190.118000030518,2.18547187223553,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2760,2025-04-29 13:45:43,stallRate,192.118000030518,2.16170652854643,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2773,2025-04-29 13:45:45,stallRate,194.118000030518,2.13834161694006,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
2786,2025-04-29 13:45:47,stallRate,196.118000030518,2.11546996503707,TheEmptinessMachine,CUBIC,Dynamic,HTTP/2
